Host,Endangered,Decreasing,DataDeficient,Citations,NVirion,NZoon,
necromys punctulatus,0,0,1,0,0,0,
necromys temchuki,0,0,0,0,0,0,
necromys urichi,0,0,0,0,0,0,
nectogale elegans,0,0,0,0.301029996,0,0,
nectomys apicalis,0,0,0,0.301029996,0,0,
nectomys grandis,0,0,1,0,0,0,
nectomys palmipes,0,0,0,0,0,0,
nectomys rattus,0,0,0,0.954242509,0,0,
nectomys squamipes,0,0,0,1.908485019,1.079181,0.30103,
nelsonia goldmani,1,1,0,0,0,0,
nelsonia neotomodon,0,1,0,0,0,0,
neodon forresti,0,0,1,0,0,0,
neodon irene,0,0,0,0.77815125,0,0,
neodon juldaschi,0,0,0,0.477121255,0,0,
neodon linzhiensis,0,0,1,0,0,0,
neodon sikimensis,0,0,0,0.477121255,0,0,
neofelis diardi,0,1,0,1.230448921,0,0,
neofelis nebulosa,0,1,0,1.792391689,0.7781513,0.60206,
neofiber alleni,0,1,0,0.477121255,0,0,
neohylomys hainanensis,1,1,0,0.477121255,0,0,
neomicroxus bogotensis,0,0,0,0,0,0,
neomicroxus latebricola,1,1,0,0,0,0,
neomonachus schauinslandi,1,1,0,1.079181246,0.84509804,0.69897,
neomonachus tropicalis,1,,0,0,0,0,
neomys anomalus,0,1,0,1.079181246,0.30103,0,
neomys fodiens,0,0,0,1.662757832,0.30103,0.30103,
neomys teres,0,0,0,0,0,0,
neonycteris pusilla,0,1,1,0,0,0,
neophascogale lorentzii,0,0,0,0,0,0,
neophoca cinerea,1,1,0,1.633468456,0,0,
neophocaena asiaeorientalis,1,1,0,1.799340549,0.30103,0.30103,
neophocaena phocaenoides,0,1,0,1.929418926,0,0,
neopteryx frosti,1,1,0,0,0,0,
neoromicia brunnea,0,1,0,0,0,0,
neoromicia capensis,0,0,0,0.77815125,0,0,
neoromicia flavescens,0,0,1,0,0,0,
neoromicia guineensis,0,0,0,0,0,0,
neoromicia helios,0,0,1,0,0,0,
neoromicia isabella,0,0,1,0,0,0,
neoromicia malagasyensis,0,0,0,0,0,0,
neoromicia matroka,0,0,0,0.301029996,0,0,
neoromicia melckorum,0,0,1,0,0,0,
neoromicia nana,0,0,0,0.77815125,0,0,
neoromicia rendalli,0,0,0,0.301029996,0,0,
neoromicia robertsi,0,0,1,0,0,0,
neoromicia roseveari,1,0,0,0,0,0,
neoromicia somalica,0,0,0,0,0,0,
neoromicia tenuipinnis,0,0,0,0,0,0,
neoromicia zuluensis,0,0,0,0,0,0,
neotamias alpinus,0,0,0,0,0,0,
neotamias amoenus,0,0,0,0,0.69897,0.69897,
neotamias bulleri,0,1,0,0,0,0,
neotamias canipes,0,0,0,0,0,0,
neotamias cinereicollis,0,0,0,0,0,0,
neotamias dorsalis,0,0,0,0,0,0,
neotamias durangae,0,0,0,0,0,0,
neotamias merriami,0,0,0,0,0,0,
neotamias minimus,0,0,0,0,0.60206,0.60206,
neotamias obscurus,0,0,0,0,0,0,
neotamias ochrogenys,0,0,0,0,0,0,
neotamias palmeri,1,1,0,0,0,0,
neotamias panamintinus,0,0,0,0,0,0,
neotamias quadrimaculatus,0,0,0,0.301029996,0,0,
neotamias quadrivittatus,0,0,0,0.301029996,0.30103,0.30103,
neotamias ruficaudus,0,0,0,0,0,0,
neotamias rufus,0,0,0,0,0,0,
neotamias senex,0,0,0,0.301029996,0,0,
neotamias siskiyou,0,0,0,0,0,0,
neotamias sonomae,0,0,0,0,0,0,
neotamias speciosus,0,0,0,0,0,0,
neotamias townsendii,0,0,0,0,0,0,
neotamias umbrinus,0,0,0,0,0.30103,0.30103,
neotetracus sinensis,0,0,0,0.477121255,0,0,
neotoma albigula,0,0,0,1.740362689,0.4771213,0.4771213,
neotoma angustapalata,0,0,0,0,0,0,
neotoma bryanti,0,1,0,0.77815125,0,0,
neotoma chrysomelas,0,0,0,0,0,0,
neotoma cinerea,0,0,0,1.176091259,0.60206,0.60206,
neotoma devia,0,0,0,0.301029996,0,0,
neotoma floridana,0,1,0,1.531478917,0.30103,0.30103,
neotoma fuscipes,0,0,0,1.812913357,0.60206,0.60206,
neotoma goldmani,0,1,0,0,0,0,
neotoma insularis,0,0,1,0,0,0,
neotoma lepida,0,0,0,1.69019608,0.69897,0.60206,
neotoma leucodon,0,0,0,0.477121255,0.4771213,0.4771213,
neotoma macrotis,0,0,0,1.041392685,0.30103,0,
neotoma magister,0,1,0,0.84509804,0,0,
neotoma mexicana,0,0,0,1.278753601,0.7781513,0.69897,
neotoma micropus,0,0,0,1.73239376,0.60206,0.4771213,
neotoma nelsoni,1,1,0,0.301029996,0,0,
neotoma palatina,0,1,0,0,0,0,
neotoma phenax,0,1,0,0.301029996,0,0,
neotoma stephensi,0,0,0,1.301029996,0.30103,0.30103,
neotomodon alstoni,0,0,0,1.414973348,0,0,
neotomys ebriosus,0,0,0,0,0,0,
neotragus batesi,0,0,0,0.301029996,0,0,
neotragus pygmaeus,0,1,0,0.301029996,0,0,
neovison macrodon,1,,0,0,0,0,
neovison vison,0,0,0,2.457881897,1.278736,1.041393,
nephelomys albigularis,0,1,0,0,0.4771213,0.4771213,
nephelomys auriventer,0,0,0,0,0,0,
nephelomys caracolus,0,0,0,0,0,0,
nephelomys devius,0,0,0,0.301029996,0,0,
nephelomys keaysi,0,1,0,0,0,0,
nephelomys levipes,0,1,0,0,0,0,
nephelomys meridensis,0,0,0,0,0,0,
nesokia bunnii,1,1,0,0,0,0,
nesokia indica,0,0,0,1.591064607,0,0,
nesolagus netscheri,0,0,1,0,0,0,
nesolagus timminsi,1,1,0,0,0,0,
nesomys audeberti,0,1,0,0.301029996,0,0,
nesomys lambertoni,1,0,0,0,0,0,
nesomys rufus,0,0,0,0.77815125,0,0,
nesophontes edithae,1,,0,0,0,0,
nesophontes hypomicrus,1,,0,0,0,0,
nesophontes major,1,,0,0,0,0,
nesophontes micrus,1,,0,0,0,0,
nesophontes paramicrus,1,,0,0,0,0,
nesophontes zamicrus,1,,0,0,0,0,
nesoromys ceramicus,1,1,0,0,0,0,
nesoryzomys darwini,1,,0,0,0,0,
nesoryzomys fernandinae,0,0,0,0,0,0,
nesoryzomys indefessus,1,,0,0,0,0,
nesoryzomys narboroughi,0,1,0,0,0,0,
nesoryzomys swarthi,0,0,0,0.698970004,0,0,
nesotragus moschatus,0,0,0,0,0,0,
neurotrichus gibbsii,0,0,0,1.041392685,0.30103,0,
neusticomys ferreirai,0,0,1,0,0,0,
neusticomys monticolus,0,1,0,0.301029996,0,0,
neusticomys mussoi,0,1,0,0,0,0,
neusticomys oyapocki,0,0,1,0,0,0,
neusticomys peruviensis,0,0,0,0,0,0,
neusticomys venezuelae,0,1,0,0,0,0,
nilgiritragus hylocrius,1,1,0,0,0,0,
nilopegamys plumbeus,1,0,0,0,0,0,
ningaui ridei,0,0,0,0.301029996,0,0,
ningaui timealeyi,0,0,0,0,0,0,
ningaui yvonneae,0,0,0,0,0,0,
niviventer andersoni,0,0,0,0.301029996,0,0,
niviventer brahma,0,0,0,0.301029996,0,0,
niviventer cameroni,0,1,0,0,0,0,
niviventer confucianus,0,0,0,1.397940009,0.60206,0.4771213,
niviventer coninga,0,0,0,0,0.30103,0,
niviventer cremoriventer,0,0,0,0.301029996,0.30103,0,
niviventer culturatus,0,0,0,0,0,0,
niviventer eha,0,0,0,0.301029996,0.30103,0,
niviventer excelsior,0,0,0,0.477121255,0,0,
niviventer fraternus,0,0,0,0,0,0,
niviventer fulvescens,0,1,0,1.041392685,0.60206,0.30103,
niviventer hinpoon,1,0,0,0,0,0,
niviventer langbianis,0,1,0,0,0,0,
niviventer lepturus,0,0,0,0,0,0,
niviventer niviventer,0,0,0,0.477121255,0.30103,0,
niviventer rapit,0,0,0,0,0,0,
niviventer tenaster,0,0,0,0,0,0,
noctilio albiventris,0,0,0,1.361727836,0,0,
noctilio leporinus,0,0,0,1.322219295,0.30103,0.30103,
nomascus annamensis,1,1,0,0.602059991,0,0,
nomascus concolor,1,1,0,1.643452676,0.30103,0.30103,
nomascus gabriellae,1,1,0,1,0.30103,0.30103,
nomascus hainanus,1,0,0,1.113943352,0,0,
nomascus leucogenys,1,1,0,1.602059991,0.69897,0.69897,
nomascus nasutus,1,1,0,1.041392685,0,0,
nomascus siki,1,1,0,0.477121255,0,0,
noronhomys vespuccii,1,,0,0,0,0,
notiomys edwardsii,0,0,0,0,0,0,
notiosorex cockrumi,0,0,0,0,0,0,
notiosorex crawfordi,0,0,0,0.698970004,0,0,
notiosorex evotis,0,0,0,0,0,0,
notiosorex villai,0,1,0,0,0,0,
notocitellus adocetus,0,0,0,0,0,0,
notocitellus annulatus,0,0,0,0,0,0,
notomys alexis,0,0,0,1.785329835,0,0,
notomys amplus,1,,0,0,0,0,
notomys aquilo,1,1,0,0,0,0,
notomys cervinus,0,0,0,0.301029996,0,0,
notomys fuscus,0,0,0,0.698970004,0,0,
notomys longicaudatus,1,,0,0,0,0,
notomys macrotis,1,,0,0,0,0,
notomys mitchellii,0,0,0,0,0,0,
notomys mordax,1,,0,0,0,0,
notomys robustus,1,,0,0,0,0,
notopteris macdonaldi,0,1,0,0,0,0,
notopteris neocaledonica,1,1,0,0,0,0,
notoryctes caurinus,0,0,0,0,0,0,
notoryctes typhlops,0,0,0,0.698970004,0,0,
nyctalus aviator,0,1,0,0.477121255,0,0,
nyctalus azoreum,0,1,0,0.602059991,0,0,
nyctalus furvus,1,1,0,0,0,0,
nyctalus lasiopterus,0,1,0,1.041392685,0,0,
nyctalus leisleri,0,0,0,1.146128036,0.30103,0.30103,
nyctalus montanus,0,1,0,0,0,0,
nyctalus noctula,0,0,0,1.826074803,1.041393,0.90309,
nyctalus plancyi,0,0,0,1,0.4771213,0,
nyctereutes procyonoides,0,0,0,2.484299839,1.1139434,0.95542425,
nycteris arge,0,0,0,0,0,0,
nycteris aurita,0,0,0,0,0,0,
nycteris gambiensis,0,0,0,0,0,0,
nycteris grandis,0,1,0,0.301029996,0,0,
nycteris hispida,0,0,0,0.602059991,0,0,
nycteris intermedia,0,1,0,0,0,0,
nycteris javanica,0,1,0,0.301029996,0,0,
nycteris macrotis,0,0,0,0.301029996,0,0,
nycteris madagascariensis,0,0,1,0,0,0,
nycteris major,0,0,1,0,0,0,
nycteris nana,0,0,0,0.301029996,0,0,
nycteris parisii,0,0,1,0,0,0,
nycteris thebaica,0,0,0,1,0.30103,0.30103,
nycteris tragata,0,1,0,0,0,0,
nycteris vinsoni,0,0,1,0,0,0,
nycteris woodi,0,1,0,0,0,0,
nycticebus bancanus,1,1,0,0,0,0,
nycticebus bengalensis,1,1,0,0.954242509,0,0,
nycticebus borneanus,0,1,0,0,0,0,
nycticebus coucang,1,1,0,2.06069784,0.30103,0.30103,
nycticebus hilleri,1,1,0,0,0,0,
nycticebus javanicus,1,1,0,1,0,0,
nycticebus kayan,0,1,0,0,0,0,
nycticebus menagensis,0,1,0,0.84509804,0,0,
nycticebus pygmaeus,1,1,0,1.397940009,0.30103,0,
nycticeinops schlieffeni,0,0,0,0,0,0,
nycticeius aenobarbus,0,0,1,0,0,0,
nycticeius cubanus,0,0,0,0,0,0,
nycticeius humeralis,0,0,0,1.079181246,0.30103,0.30103,
nyctiellus lepidus,0,0,0,0,0,0,
nyctimene aello,0,0,0,0,0,0,
nyctimene albiventer,0,0,0,0,0,0,
nyctimene cephalotes,0,0,0,0,0,0,
nyctimene certans,0,0,0,0,0,0,
nyctimene cyclotis,0,0,1,0,0,0,
nyctimene draconilla,0,0,1,0,0,0,
nyctimene keasti,0,1,0,0,0,0,
nyctimene major,0,0,0,0,0,0,
nyctimene malaitensis,0,0,0,0,0,0,
nyctimene masalai,0,0,1,0,0,0,
nyctimene minutus,0,1,0,0,0,0,
nyctimene rabori,1,1,0,0,0,0,
nyctimene robinsoni,0,0,0,0.477121255,0,0,
nyctimene sanctacrucis,0,0,1,0,0,0,
nyctimene vizcaccia,0,0,0,0,0,0,
nyctinomops aurispinosus,0,0,0,0,0,0,
nyctinomops femorosaccus,0,0,0,0.301029996,0,0,
nyctinomops laticaudatus,0,0,0,1.255272505,0.30103,0.30103,
nyctinomops macrotis,0,0,0,1,0.4771213,0.30103,
nyctomys sumichrasti,0,0,0,0,0,0,
nyctophilus arnhemensis,0,0,0,0,0.30103,0.30103,
nyctophilus bifax,0,0,0,0.77815125,0,0,
nyctophilus corbeni,0,1,0,0,0,0,
nyctophilus daedalus,0,1,0,0,0,0,
nyctophilus geoffroyi,0,0,0,1.079181246,0,0,
nyctophilus gouldi,0,1,0,1.113943352,0,0,
nyctophilus heran,0,0,1,0,0,0,
nyctophilus howensis,1,,0,0,0,0,
nyctophilus major,0,1,0,0.301029996,0,0,
nyctophilus microdon,0,0,1,0,0,0,
nyctophilus microtis,0,0,0,0,0,0,
nyctophilus nebulosus,1,1,0,0,0,0,
nyctophilus sherrini,0,1,0,0,0,0,
nyctophilus shirleyae,0,1,1,0,0,0,
nyctophilus walkeri,0,0,0,0,0,0,
ochotona alpina,0,0,0,0.477121255,0,0,
ochotona argentata,1,1,0,0,0,0,
ochotona cansus,0,0,0,0.301029996,0,0,
ochotona collaris,0,0,0,1.079181246,0,0,
ochotona coreana,0,0,1,0,0,0,
ochotona curzoniae,0,1,0,2.008600172,0.30103,0.30103,
ochotona dauurica,0,0,0,0.77815125,0,0,
ochotona erythrotis,0,0,0,0.477121255,0,0,
ochotona forresti,0,0,0,0.301029996,0,0,
ochotona gloveri,0,0,0,0,0,0,
ochotona hoffmanni,1,0,0,0,0,0,
ochotona hyperborea,0,0,0,0.903089987,0,0,
ochotona iliensis,1,1,0,0,0,0,
ochotona koslowi,1,1,0,0.477121255,0,0,
ochotona ladacensis,0,0,0,0,0,0,
ochotona macrotis,0,0,0,0.301029996,0,0,
ochotona mantchurica,0,0,0,0,0,0,
ochotona nubrica,0,0,0,0,0,0,
ochotona opaca,0,0,0,0,0,0,
ochotona pallasii,0,0,0,0,0,0,
ochotona princeps,0,1,0,1.908485019,0,0,
ochotona pusilla,0,1,0,0.602059991,0,0,
ochotona roylei,0,0,0,0.84509804,0,0,
ochotona rufescens,0,0,0,1.653212514,0,0,
ochotona rutila,0,0,0,0,0,0,
ochotona syrinx,0,0,0,0,0,0,
ochotona thibetana,0,0,0,0.301029996,0,0,
ochotona thomasi,0,0,0,0,0,0,
ochotona turuchanensis,0,0,0,0,0,0,
ochrotomys nuttalli,0,0,0,0.954242509,0,0,
octodon bridgesi,0,1,0,0.477121255,0,0,
octodon degus,0,0,0,2.541579244,0,0,
octodon lunatus,0,1,0,0.477121255,0,0,
octodon pacificus,1,1,0,0.301029996,0,0,
octodontomys gliroides,0,0,0,0.698970004,0,0,
octomys mimax,0,0,0,0.77815125,0,0,
odobenus rosmarus,0,0,0,2.064457989,0.95542425,0.60206,
odocoileus hemionus,0,0,0,2.589949601,1.414973,1.1139434,
odocoileus virginianus,0,0,0,3.09482038,1.50515,1.30103,
oecomys auyantepui,0,0,0,0.477121255,0,0,
oecomys bicolor,0,0,0,0.602059991,0.4771213,0.30103,
oecomys catherinae,0,1,0,0.477121255,0,0,
oecomys cleberi,0,1,1,0.301029996,0,0,
oecomys concolor,0,0,0,0,0,0,
oecomys flavicans,0,0,0,0,0,0,
oecomys mamorae,0,0,0,0.903089987,0,0,
oecomys paricola,0,0,1,0.698970004,0.30103,0,
oecomys phaeotis,0,0,0,0,0,0,
oecomys rex,0,0,0,0,0,0,
oecomys roberti,0,0,0,0,0.30103,0,
oecomys rutilus,0,0,0,0.301029996,0,0,
oecomys speciosus,0,0,0,0,0,0,
oecomys superans,0,0,0,0,0,0,
oecomys trinitatis,0,0,0,0.301029996,0,0,
oenomys hypoxanthus,0,0,0,0.477121255,0,0,
oenomys ornatus,0,0,1,0,0,0,
okapia johnstoni,1,1,0,1.612783857,0.4771213,0.4771213,
olallamys albicauda,0,0,1,0,0,0,
olallamys edax,0,0,1,0,0,0,
oligoryzomys andinus,0,0,0,0,0,0,
oligoryzomys arenalis,0,1,0,0,0,0,
oligoryzomys brendae,0,0,1,0.477121255,0,0,
oligoryzomys chacoensis,0,0,0,0.77815125,0.30103,0.30103,
oligoryzomys delticola,0,0,0,0.477121255,0,0,
oligoryzomys destructor,0,0,0,0.301029996,0,0,
oligoryzomys eliurus,0,1,0,0,0,0,
oligoryzomys flavescens,0,0,0,1.556302501,0.69897,0.69897,
oligoryzomys fornesi,0,1,0,0.84509804,0.30103,0.30103,
oligoryzomys fulvescens,0,0,0,1.146128036,0.7781513,0.69897,
oligoryzomys griseolus,0,1,0,0,0,0,
oligoryzomys longicaudatus,0,0,0,1.62324929,0.60206,0.60206,
oligoryzomys magellanicus,0,0,0,0,0,0,
oligoryzomys microtis,0,0,0,1.113943352,0.60206,0.4771213,
oligoryzomys moojeni,0,0,1,0.477121255,0,0,
oligoryzomys nigripes,0,0,0,1.812913357,0.84509804,0.7781513,
oligoryzomys rupestris,0,0,1,0,0,0,
oligoryzomys stramineus,0,0,0,0,0,0,
oligoryzomys vegetus,0,0,0,0.301029996,0,0,
oligoryzomys victus,1,,0,0,0,0,
ommatophoca rossii,0,0,0,0.84509804,0,0,
ondatra zibethicus,0,0,0,2.103803721,0.60206,0.60206,
onychogalea fraenata,0,0,0,1.113943352,0,0,
onychogalea lunata,1,,0,0,0,0,
onychogalea unguifera,0,0,0,0,0.30103,0.30103,
onychomys arenicola,0,0,0,0.84509804,0,0,
onychomys leucogaster,0,0,0,1.77815125,0.30103,0.30103,
onychomys torridus,0,0,0,1.255272505,0.4771213,0.4771213,
orcaella brevirostris,1,1,0,1.255272505,0,0,
orcaella heinsohni,0,1,0,0.77815125,0,0,
orcinus orca,0,0,1,2.45331834,0.69897,0.60206,
oreamnos americanus,0,0,0,1.851258349,0.95542425,0.69897,
oreoryzomys balneator,0,0,1,0,0,0,
oreotragus oreotragus,0,0,0,0.84509804,0.30103,0,
ornithorhynchus anatinus,0,1,0,2.318063335,0,0,
orthogeomys cavator,0,0,0,0,0,0,
orthogeomys cuniculus,0,1,1,0,0,0,
orthogeomys grandis,0,0,0,0,0,0,
orthogeomys heterodus,0,0,0,0.301029996,0,0,
orthogeomys hispidus,0,0,0,0,0,0,
orthogeomys underwoodi,0,0,0,0,0,0,
orycteropus afer,0,0,0,1.491361694,0,0,
oryctolagus cuniculus,1,1,0,3.26810973,1.54068,1.278736,
oryx beisa,1,1,0,0.698970004,0.60206,0,
oryx dammah,1,,0,1.643452676,0.69897,0.4771213,
oryx gazella,0,0,0,1.612783857,1.041393,0.69897,
oryx leucoryx,0,0,0,1.785329835,1.041393,0.4771213,
oryzomys antillarum,1,,0,0,0,0,
oryzomys couesi,0,0,0,0.903089987,0.4771213,0.4771213,
oryzomys dimidiatus,0,0,1,0,0,0,
oryzomys gorgasi,1,1,0,0,0,0,
oryzomys nelsoni,1,,0,0,0,0,
oryzomys palustris,0,0,0,1.838849091,0.90309,0.90309,
oryzorictes hova,0,1,0,0.698970004,0,0,
oryzorictes tetradactylus,0,0,1,0,0,0,
osgoodomys banderanus,0,0,0,0.301029996,0,0,
osteochilus nashii,0,0,0,0.301029996,0,0,
otaria byronia,0,0,0,1.397940009,0,0,
otocolobus manul,0,1,0,1.278753601,0.60206,0.30103,
otocyon megalotis,0,0,0,1.414973348,0.60206,0.4771213,
otolemur crassicaudatus,0,0,0,1.431363764,0.4771213,0.30103,
otolemur garnettii,0,1,0,1.672097858,0,0,
otomops formosus,0,0,1,0,0,0,
otomops harrisoni,0,1,0,0.301029996,0,0,
otomops johnstonei,0,0,1,0,0,0,
otomops madagascariensis,0,0,0,0.301029996,0,0,
otomops martiensseni,0,1,0,0.602059991,0.7781513,0.30103,
otomops papuensis,0,0,1,0,0,0,
otomops secundus,0,0,1,0,0,0,
otomops wroughtoni,0,0,1,0,0,0,
otomys anchietae,0,0,0,0,0,0,
otomys angoniensis,0,0,0,0.301029996,0,0,
otomys auratus,0,1,0,0,0,0,
otomys barbouri,1,1,0,0,0,0,
otomys burtoni,1,1,0,0,0,0,
otomys cuanzensis,0,0,0,0,0,0,
otomys dartmouthi,0,0,1,0,0,0,
otomys denti,0,1,0,0,0,0,
otomys irroratus,0,1,0,1,0.30103,0,
otomys karoensis,0,0,0,0,0,0,
otomys lacustris,0,1,0,0,0,0,
otomys laminatus,0,1,0,0,0,0,
otomys occidentalis,0,1,0,0,0,0,
otomys sloggetti,0,0,0,0.77815125,0,0,
otomys tropicalis,0,0,0,0,0.60206,0.30103,
otomys typus,0,1,0,0.301029996,0,0,
otomys unisulcatus,0,0,0,0.698970004,0.30103,0,
otonycteris hemprichii,0,0,0,0.903089987,0,0,
otonycteris leucophaea,0,0,1,0,0,0,
otonyctomys hatti,0,0,0,0,0,0,
otopteropus cartilagonodus,0,1,0,0,0,0,
otospermophilus beecheyi,0,0,0,1.146128036,0.84509804,0.69897,
otospermophilus variegatus,0,0,0,0.698970004,0.30103,0.30103,
ototylomys phyllotis,0,0,0,1.079181246,0,0,
ourebia ourebi,0,1,0,0.84509804,0.60206,0,
ovibos moschatus,0,0,0,2.127104798,0.84509804,0.4771213,
ovis ammon,0,1,0,1.851258349,0.60206,0.4771213,
ovis canadensis,0,0,0,2.540329475,1.1760913,0.7781513,
ovis dalli,0,0,0,1.826074803,0.95542425,0.69897,
ovis gmelini,0,0,0,1.544068044,0,0,
ovis nivicola,0,0,0,1,0,0,
ovis vignei,0,1,0,1.079181246,0.7781513,0.4771213,
oxymycterus amazonicus,0,0,0,0.301029996,0,0,
oxymycterus angularis,0,0,0,0,0,0,
oxymycterus caparoae,0,0,0,0,0,0,
oxymycterus dasytrichus,0,0,0,0.301029996,0,0,
oxymycterus delator,0,0,0,0.301029996,0,0,
oxymycterus hiska,0,0,0,0,0,0,
oxymycterus hispidus,0,0,0,0,0,0,
oxymycterus hucucha,1,1,0,0,0,0,
oxymycterus inca,0,0,0,0.301029996,0,0,
oxymycterus josei,0,1,0,0,0,0,
oxymycterus nasutus,0,0,0,0.903089987,0.30103,0.30103,
oxymycterus paramensis,0,0,0,0.301029996,0,0,
oxymycterus quaestor,0,0,0,0.477121255,0.30103,0.30103,
oxymycterus roberti,0,0,0,0,0,0,
oxymycterus rufus,0,1,0,1.176091259,0.4771213,0.4771213,
oxymycterus wayku,0,0,0,0,0,0,
ozimops loriae,0,0,1,0,0,0,
ozimops petersi,0,0,0,0,0,0,
ozimops planiceps,0,1,0,0,0,0,
ozotoceros bezoarticus,0,1,0,1.69019608,0.30103,0,
pachyuromys duprasi,0,0,0,1.230448921,0,0,
pagophilus groenlandicus,0,0,0,1.929418926,0.84509804,0.4771213,
paguma larvata,0,1,0,1.672097858,0.84509804,0.69897,
palaeopropithecus ingens,1,,0,0.698970004,0,0,
palawanomys furvus,0,0,0,0,0,0,
pan paniscus,1,1,0,2.916980047,1.079181,1.079181,
pan troglodytes,1,1,0,4.014520539,1.897627,1.755875,
panthera leo,0,1,0,2.693726949,1.39794,1.146128,
panthera onca,0,1,0,2.283301229,0.84509804,0.60206,
panthera pardus,0,1,0,2.423245874,1.079181,0.84509804,
panthera tigris,1,1,0,2.586587305,1.255273,1.041393,
panthera uncia,0,1,0,1.892094603,0.90309,0.60206,
pantholops hodgsonii,0,0,0,1.69019608,0,0,
papagomys armandvillei,0,1,0,0,0,0,
papio anubis,0,0,0,2.943494516,1.3222193,1.20412,
papio cynocephalus,0,0,0,2.744292983,1.39794,1.255273,
papio hamadryas,0,0,0,2.864511081,1.255273,1.146128,
papio kindae,0,0,0,0.84509804,0,0,
papio papio,0,1,0,2.721810615,0.95542425,0.90309,
papio ursinus,0,1,0,2.620136055,1.255273,1.23045,
pappogeomys bulleri,0,0,0,0.301029996,0,0,
paracrocidura graueri,0,0,1,0,0,0,
paracrocidura maxima,0,1,0,0,0,0,
paracrocidura schoutedeni,0,0,0,0,0,0,
paracynictis selousi,0,0,0,0.477121255,0,0,
paradipus ctenodactylus,0,0,0,0.301029996,0,0,
paradoxurus hermaphroditus,0,1,0,1.301029996,0.60206,0.4771213,
paradoxurus jerdoni,0,0,0,0.301029996,0,0,
paradoxurus zeylonensis,0,0,0,0,0.30103,0.30103,
paraechinus aethiopicus,0,0,0,1.176091259,0,0,
paraechinus hypomelas,0,0,0,0.903089987,0,0,
paraechinus micropus,0,1,0,1.113943352,0,0,
paraechinus nudiventris,0,0,0,0,0,0,
paragalago cocos,0,1,0,0,0,0,
paragalago granti,0,1,0,0,0,0,
paragalago orinus,0,1,0,0,0,0,
paragalago rondoensis,1,1,0,0,0,0,
paragalago zanzibaricus,0,1,0,0.301029996,0,0,
parahyaena brunnea,0,0,0,1.113943352,0.30103,0.30103,
parahydromys asper,0,0,0,0.301029996,0,0,
paraleptomys rufilatus,1,0,0,0,0,0,
paraleptomys wilhelmina,0,0,1,0,0,0,
paramelomys gressitti,1,0,0,0,0,0,
paramelomys levipes,0,0,0,0.301029996,0,0,
paramelomys lorentzii,0,0,0,0.477121255,0,0,
paramelomys mollis,0,0,0,0,0,0,
paramelomys moncktoni,0,0,0,0,0,0,
paramelomys naso,0,0,0,0,0,0,
paramelomys platyops,0,0,0,0.301029996,0,0,
paramelomys rubex,0,0,0,0.301029996,0,0,
paramelomys steini,0,0,1,0,0,0,
parantechinus apicalis,1,1,0,0.477121255,0,0,
paranyctimene raptor,0,0,0,0,0,0,
paranyctimene tenax,0,0,0,0,0,0,
parascalops breweri,0,0,0,0.698970004,0,0,
parascaptor leucura,0,0,0,0.301029996,0,0,
parastrellus hesperus,0,0,0,0,0.30103,0.30103,
paratriaenops auritus,0,0,0,0,0,0,
paratriaenops furculus,0,0,0,0.477121255,0,0,
paratriaenops pauliani,0,0,1,0,0,0,
paraxerus alexandri,0,0,0,0,0,0,
paraxerus boehmi,0,0,0,0,0,0,
paraxerus cepapi,0,0,0,0.477121255,0,0,
paraxerus cooperi,0,0,1,0,0,0,
paraxerus flavovittis,0,0,0,0,0,0,
paraxerus lucifer,0,0,1,0,0,0,
paraxerus ochraceus,0,0,0,0,0,0,
paraxerus palliatus,0,0,0,0,0,0,
paraxerus poensis,0,0,0,0,0,0,
paraxerus vexillarius,0,0,0,0,0,0,
paraxerus vincenti,1,1,0,0,0,0,
pardofelis marmorata,0,1,0,0.903089987,0,0,
paremballonura atrata,0,0,0,0,0,0,
paremballonura tiavato,0,0,0,0,0,0,
parotomys brantsii,0,0,0,0.602059991,0,0,
parotomys littledalei,0,0,0,0.301029996,0,0,
paruromys dominator,0,0,0,0.84509804,0,0,
pattonomys carrikeri,0,0,1,0,0,0,
pattonomys flavidus,0,0,1,0,0,0,
pattonomys occasius,0,0,1,0,0,0,
pattonomys punctatus,0,0,1,0,0,0,
pattonomys semivillosus,0,0,0,0,0,0,
paucidentomys vermidax,0,0,1,0,0,0,
paulamys naso,1,1,0,0,0,0,
pecari tajacu,0,0,0,1.968482949,0.90309,0.90309,
pectinator spekei,0,0,0,0.301029996,0,0,
pedetes capensis,0,0,0,1.230448921,0.30103,0.30103,
pedetes surdaster,0,0,0,0.602059991,0,0,
pelea capreolus,0,1,0,1.146128036,0,0,
pelomys campanae,0,0,0,0,0,0,
pelomys fallax,0,0,0,0.477121255,0,0,
pelomys hopkinsi,0,0,1,0,0,0,
pelomys isseli,0,0,0,0.301029996,0,0,
pelomys minor,0,0,0,0,0,0,
pennatomys nivalis,1,,0,0,0,0,
pentalagus furnessi,1,1,0,0.954242509,0,0,
penthetor lucasi,0,1,0,0.477121255,0,0,
peponocephala electra,0,0,0,1.51851394,0.30103,0,
perameles bougainville,0,0,0,1.255272505,0,0,
perameles eremiana,1,,0,0,0,0,
perameles gunnii,0,1,0,1.322219295,0.30103,0.30103,
perameles nasuta,0,0,0,1.380211242,0.4771213,0.30103,
perimyotis subflavus,0,1,0,1.491361694,0.30103,0.30103,
